tconst,titleType,primaryTitle,originalTitle,genres
tt0000992,short,De onde Veje,De onde Veje,Short
tt0000993,short,One Busy Hour,One Busy Hour,"Comedy,Short"
tt0000994,short,One Good Turn Deserves Another,One Good Turn Deserves Another,"Drama,Short"
tt0000995,short,One Touch of Nature,One Touch of Nature,"Drama,Short"
tt0000996,short,Only a Tramp,Only a Tramp,"Drama,Short"
tt0000997,short,The Open Gate,The Open Gate,"Drama,Short"
tt0000998,short,Othello,Otello,"Drama,Romance,Short"
tt0000999,short,Paul Wang's Destiny,Paul Wangs skæbne,"Drama,Short"
tt0001000,short,The Peachbasket Hat,The Peachbasket Hat,"Comedy,Short"
tt0001001,short,"Pippa Passes; or, the Song of Conscience","Pippa Passes; or, The Song of Conscience","Drama,Short"
tt0001002,short,The Politician's Love Story,The Politician's Love Story,"Comedy,Romance,Short"
tt0001003,short,Por un ratón,Por un ratón,"Comedy,Short"
tt0001004,short,Portrait of Mireille,Le portrait de Mireille,Short
tt0001005,short,Pranks,Pranks,"Comedy,Short"
tt0001006,short,Primera carrera internacional de automóviles 'Peña-Rhin',Primera carrera internacional de automóviles 'Peña-Rhin',Short
tt0001007,movie,La primera y segunda casetas,La primera y segunda casetas,\N
tt0001008,short,The Prince and the Pauper,The Prince and the Pauper,Short
tt0001009,short,"Princess Nicotine; or, The Smoke Fairy","Princess Nicotine; or, The Smoke Fairy","Comedy,Fantasy,Short"
tt0001010,movie,Protección de un convoy de víveres en el puente de camellos,Protección de un convoy de víveres en el puente de camellos,\N
tt0001011,short,The Prussian Spy,The Prussian Spy,"Drama,Short"
tt0001012,short,The Ranchman's Rival,The Ranchman's Rival,"Short,Western"
tt0001013,short,The Redman's View,The Redman's View,"Short,Western"
tt0001014,short,The Renunciation,The Renunciation,"Short,Western"
tt0001015,short,The Restoration,The Restoration,"Drama,Short"
tt0001016,short,Resurrection,Resurrection,"Drama,Short"
tt0001017,short,A Wedding During the French Revolution,Revolutionsbryllup,"Drama,Short"
tt0001018,short,Richelieu; or: The Conspiracy,Richelieu; or: The Conspiracy,"Drama,Short"
tt0001019,short,The Road Agents,The Road Agents,"Crime,History,Short"
tt0001020,short,The Road to the Heart,The Road to the Heart,"Comedy,Short"
tt0001021,short,Robbing the Widowed and Fatherless,Robbing the Widowed and Fatherless,"Drama,Short"
tt0001022,short,A Rose of the Tenderloin,A Rose of the Tenderloin,"Drama,Short"
tt0001023,short,The Roue's Heart,The Roue's Heart,"Drama,Short"
tt0001024,short,A Rude Hostess,A Rude Hostess,Short
tt0001025,short,A Rural Elopement,A Rural Elopement,"Comedy,Romance,Short"
tt0001026,short,Ruy Blas,Ruy Blas,"Drama,Short"
tt0001027,short,The Sacrifice,The Sacrifice,"Comedy,Romance,Short"
tt0001028,movie,Salome Mad,Salome Mad,Comedy
tt0001029,short,The Salvation Army Lass,The Salvation Army Lass,"Drama,Short"
tt0001030,short,Saul and David,Saul and David,"Drama,Short"
tt0001031,short,Schneider's Anti-Noise Crusade,Schneider's Anti-Noise Crusade,"Comedy,Short"
tt0001032,short,The Sealed Room,The Sealed Room,"Drama,History,Short"
tt0001033,short,The Seventh Day,The Seventh Day,"Drama,Short"
tt0001034,short,Shanghaied,Shanghaied,"Drama,Short"
tt0001035,short,She Would Be an Actress,She Would Be an Actress,Short
tt0001036,short,Sherlock Holmes IV,Sherlock Holmes IV,"Mystery,Short"
tt0001037,short,Sherlock Holmes V,Sherlock Holmes V,"Drama,Short"
tt0001038,movie,Sherlock Holmes VI,Sherlock Holmes VI,\N
tt0001039,short,A Sinner's Repentance,A Sinner's Repentance,"Drama,Short"
tt0001040,short,A Sister's Love: A Tale of the Franco-Prussian War,A Sister's Love: A Tale of the Franco-Prussian War,"Drama,Short"
tt0001041,short,The Slave,The Slave,"Drama,Short"
tt0001042,short,The Sleepwalker,The Sleepwalker,"Crime,Short"
tt0001043,movie,Smith's Knockabout Theatre,Smith's Knockabout Theatre,\N
tt0001044,short,The Son's Return,The Son's Return,"Drama,Short"
tt0001045,short,A Midsummer Night's Dream,Le songe d'une nuit d'été,"Comedy,Short"
tt0001046,short,A Sound Sleeper,A Sound Sleeper,"Comedy,Short"
tt0001047,short,The Spanish Girl,The Spanish Girl,"Short,Western"
tt0001048,short,The Special License,The Special Licence,"Drama,Short"
tt0001049,movie,Gøngehøvdingen,Gøngehøvdingen,"Drama,War"
tt0001050,short,A Strange Meeting,A Strange Meeting,"Drama,Short"
tt0001051,movie,El sueño milagroso,El sueño milagroso,\N
tt0001052,short,The Suicide Club,The Suicide Club,"Comedy,Short"
tt0001053,short,A Sweet Revenge,A Sweet Revenge,"Drama,Short"
tt0001054,short,Sweet and Twenty,Sweet and Twenty,"Romance,Short"
tt0001055,short,A Tale of the West,A Tale of the West,"Drama,Short,Western"
tt0001056,short,Teaching a Husband a Lesson,Teaching a Husband a Lesson,"Comedy,Short"
tt0001057,short,Ten Nights in a Barroom,Ten Nights in a Barroom,"Drama,Short"
tt0001058,short,Tender Hearts,Tender Hearts,"Drama,Short"
tt0001059,movie,O Terremoto de Benavente,O Terremoto de Benavente,Documentary
tt0001060,short,The Test,The Test,"Drama,Short"
tt0001061,short,They Would Elope,They Would Elope,"Comedy,Short"
tt0001062,short,Those Awful Hats,Those Awful Hats,"Comedy,Short"
tt0001063,short,Those Boys!,Those Boys!,Short
tt0001064,short,Through the Breakers,Through the Breakers,"Drama,Short"
tt0001065,short,Tis an Ill Wind That Blows No Good,Tis an Ill Wind That Blows No Good,"Drama,Short"
tt0001066,short,De to guldgravere,De to guldgravere,Short
tt0001067,short,To Save Her Soul,To Save Her Soul,"Drama,Short"
tt0001068,short,Toma caseta Z,Toma caseta Z,"Documentary,Short,War"
tt0001069,movie,Toma del Gurugu,Toma del Gurugu,\N
tt0001070,short,Tragedia torera,Tragedia torera,Short
tt0001071,short,Tragic Love,Tragic Love,"Drama,Short"
tt0001072,short,A Trap for Santa Claus,A Trap for Santa Claus,"Drama,Short"
tt0001073,short,The Treacherous Policeman,The Treacherous Policeman,"Crime,Short"
tt0001074,short,The Trick That Failed,The Trick That Failed,"Comedy,Drama,Short"
tt0001075,short,A Troublesome Satchel,A Troublesome Satchel,"Comedy,Short"
tt0001076,short,Trying to Get Arrested,Trying to Get Arrested,"Comedy,Short"
tt0001077,short,Twin Brothers,Twin Brothers,"Comedy,Short"
tt0001078,short,Two Memories,Two Memories,"Drama,Short"
tt0001079,short,Two Women and a Man,Two Women and a Man,"Drama,Short"
tt0001080,movie,Two of the Boys,Two of the Boys,\N
tt0001081,movie,La vida en el campamento,La vida en el campamento,\N
tt0001082,movie,Viernes de dolores,Viernes de dolores,\N
tt0001083,short,The Violin Maker of Cremona,The Violin Maker of Cremona,"Drama,Short"
tt0001084,short,The Voice of the Violin,The Voice of the Violin,Short
tt0001085,short,"Wanted, a Child","Wanted, a Child","Drama,Short"
tt0001086,short,Was Justice Served?,Was Justice Served?,"Drama,Short"
tt0001087,short,Washington Under the American Flag,Washington Under the American Flag,"Drama,Short"
tt0001088,short,The Way of Man,The Way of Man,"Drama,Short"
tt0001089,short,We Must Do Our Best,We Must Do Our Best,"Comedy,Short"
tt0001090,short,The Welcome Burglar,The Welcome Burglar,"Drama,Short"
tt0001091,short,What Drink Did,What Drink Did,"Drama,Short"
tt0001092,short,What's Your Hurry?,What's Your Hurry?,"Comedy,Short"
tt0001093,short,When Thieves Fall Out,When Thieves Fall Out,"Crime,Drama,Short"
tt0001094,short,The Winning Coat,The Winning Coat,"Drama,Short"
tt0001095,short,With Her Card,With Her Card,"Drama,Short"
tt0001096,short,Within an Ace,Within an Ace,"Drama,Short,War"
tt0001097,short,A Woman's Vanity,A Woman's Vanity,"Drama,Short"
tt0001098,short,The Wooden Leg,The Wooden Leg,"Comedy,Short"
tt0001099,short,A Wreath in Time,A Wreath in Time,"Comedy,Short"
tt0001100,short,The Wrong Coat,The Wrong Coat,"Crime,Drama,Short"
tt0001101,movie,Abraham Lincoln's Clemency,Abraham Lincoln's Clemency,\N
tt0001102,short,Across the Plains,Across the Plains,"Short,Western"
tt0001103,short,An Affair of Hearts,An Affair of Hearts,"Comedy,Short"
tt0001104,short,The Affair of an Egg,The Affair of an Egg,"Comedy,Short"
tt0001105,short,The Woman Always Pays,Afgrunden,"Drama,Short"
tt0001106,short,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland,"Adventure,Comedy,Drama"
tt0001107,short,All on Account of the Milk,All on Account of the Milk,"Comedy,Short"
tt0001108,short,Almost,Almost,"Comedy,Short"
tt0001109,movie,L'aluminite,L'aluminite,\N
tt0001110,short,Amateur Night,Amateur Night,"Comedy,Short"
tt0001111,short,Ambrosius,Ambrosius,"Biography,Short"
tt0001112,movie,Hamlet,Amleto,Drama
tt0001113,movie,Amor gitano,Amor gitano,\N
tt0001114,short,The Angel of the Studio,The Angel of the Studio,"Drama,Romance,Short"
tt0001115,movie,Ansigttyven I,Ansigttyven I,Crime
tt0001116,movie,Ansigttyven II,Ansigttyven II,\N
tt0001117,short,Cleopatra,Cléopâtre,"Drama,History,Romance"
tt0001118,short,An Arcadian Maid,An Arcadian Maid,"Drama,Short"
tt0001119,short,Arms and the Woman,Arms and the Woman,"Drama,Short"
tt0001120,short,As It Is in Life,As It Is in Life,"Drama,Short"
tt0001121,short,As the Bells Rang Out!,As the Bells Rang Out!,"Drama,Short"
tt0001122,movie,The Red Inn,L'auberge rouge,\N
tt0001123,short,Away Out West,Away Out West,"Short,Western"
tt0001124,short,The Bad Man's Christmas Gift,The Bad Man's Christmas Gift,"Short,Western"
tt0001125,short,The Bad Man's Last Deed,The Bad Man's Last Deed,"Short,Western"
tt0001126,short,A Rough Night on the Bridge,A Rough Night on the Bridge,"Comedy,Short"
tt0001127,short,Baixant de la font del Gat,Baixant de la font del Gat,"Comedy,Short"
tt0001128,short,The Bandit's Wife,The Bandit's Wife,"Short,Western"
tt0001129,short,The Banker's Daughters,The Banker's Daughters,"Drama,Short"
tt0001130,short,The Bearded Bandit,The Bearded Bandit,"Short,Western"
tt0001131,short,Behind the Scenes,Behind the Scenes,"Drama,Short"
tt0001132,short,The Bewitched Boxing Gloves,The Bewitched Boxing Gloves,"Comedy,Short"
tt0001133,short,The Blue Bird,The Blue Bird,"Drama,Fantasy,Short"
tt0001134,short,Briton and Boer,Briton and Boer,"Action,Short,War"
tt0001135,short,The Broken Doll,The Broken Doll,"Drama,Short"
tt0001136,short,A Broken Spell,A Broken Spell,"Drama,Short"
tt0001137,short,Broncho Billy's Redemption,Broncho Billy's Redemption,"Short,Western"
tt0001138,short,The Brothers,The Brothers,"Drama,Short"
tt0001139,short,Buffalo Bill's Wild West and Pawnee Bill's Far East,Buffalo Bill's Wild West and Pawnee Bill's Far East,Short
tt0001140,short,The Bully,The Bully,"Drama,Short"
tt0001141,movie,The Butterfly,The Butterfly,\N
tt0001142,movie,By Order of Napoleon,By Order of Napoleon,\N
tt0001143,short,The Call to Arms,The Call to Arms,"Drama,Short"
tt0001144,short,The Call,The Call,"Drama,Short"
tt0001145,short,Carceleras,Carceleras,"Drama,Short"
tt0001146,short,Carminella,Carminella,"Drama,Short"
tt0001147,movie,O Centenário da Guerra Peninsular,O Centenário da Guerra Peninsular,Documentary
tt0001148,short,Chantecler Atraiçoado,Chantecler Atraiçoado,"Comedy,Short"
tt0001149,short,The Child and the Fiddler,The Child and the Fiddler,"Crime,Drama,Short"
tt0001150,short,A Child of the Ghetto,A Child of the Ghetto,"Drama,Short"
tt0001151,short,A Child's Faith,A Child's Faith,"Drama,Short"
tt0001152,short,A Child's Impulse,A Child's Impulse,"Drama,Short"
tt0001153,short,A Child's Stratagem,A Child's Stratagem,"Drama,Short"
tt0001154,short,Circle C Ranch's Wedding Present,Circle C Ranch's Wedding Present,"Short,Western"
tt0001155,short,The Clerk's Downfall,The Clerk's Downfall,"Crime,Drama,Short"
tt0001156,short,The Cloister's Touch,The Cloister's Touch,"Drama,Short"
tt0001157,short,The Common Enemy,The Common Enemy,"Drama,Short"
tt0001158,short,Concurso de niños,Concurso de niños,"Documentary,Short"
tt0001159,movie,The Connecticut Yankee,The Connecticut Yankee,\N
tt0001160,short,Conscience,Conscience,"Crime,Drama,Short"
tt0001161,short,The Converts,The Converts,"Drama,Short"
tt0001162,short,Un corpus de sangre,Un corpus de sangre,Short
tt0001163,movie,Corrida da Rampa,Corrida da Rampa,Documentary
tt0001164,short,The Coster's Wedding,The Coster's Wedding,"Comedy,Short"
tt0001165,short,The Course of True Love,The Course of True Love,"Drama,Short"
tt0001166,short,The Courtship of Miles Standish,The Courtship of Miles Standish,"Drama,Romance,Short"
tt0001167,short,The Cowboy and the Squaw,The Cowboy and the Squaw,"Short,Western"
tt0001168,short,A Cowboy's Mother-in-Law,A Cowboy's Mother-in-Law,"Comedy,Short,Western"
tt0001169,short,The Cowboy's Sweetheart,The Cowboy's Sweetheart,"Short,Western"
tt0001170,short,A Cowboy's Vindication,A Cowboy's Vindication,"Short,Western"
tt0001171,short,The Cowpuncher's Ward,The Cowpuncher's Ward,"Short,Western"
tt0001172,short,Cretinetti e le donne,Cretinetti e le donne,"Comedy,Short"
tt0001173,short,The Crime of a Grandfather,Le crime du grand-père,"Drama,Short"
tt0001174,short,Cyclone Pete's Matrimony,Cyclone Pete's Matrimony,"Comedy,Short"
tt0001175,movie,Camille,La dame aux camélias,"Drama,Romance"
tt0001176,short,The Dancing Girl of Butte,The Dancing Girl of Butte,"Drama,Short"
tt0001177,short,Davy Crockett,Davy Crockett,"Adventure,Biography,Short"
tt0001178,short,The Deputy's Love Affair,The Deputy's Love Affair,"Romance,Short,Western"
tt0001179,movie,Desfile histórico del centenario,Desfile histórico del centenario,\N
tt0001180,short,The Desperado,The Desperado,"Short,Western"
tt0001181,short,El diablo está en Zaragoza,El diablo está en Zaragoza,"Fantasy,Short"
tt0001182,short,A Dixie Mother,A Dixie Mother,"Drama,Short"
tt0001183,short,Djævlesonaten,Djævlesonaten,Short
tt0001184,movie,Don Juan de Serrallonga,Don Juan de Serrallonga,"Adventure,Drama"
tt0001185,short,Dorian Grays Portræt,Dorian Grays Portræt,"Drama,Short"
tt0001186,short,Dorothy and the Scarecrow in Oz,Dorothy and the Scarecrow in Oz,"Fantasy,Short"
tt0001187,short,The Duke's Plan,The Duke's Plan,"Drama,Short"
tt0001188,short,The Dumb Half Breed's Defense,The Dumb Half Breed's Defense,"Short,Western"
tt0001189,short,Den døde Rotte,Den døde Rotte,"Drama,Short"
tt0001190,short,Døden,Døden,"Drama,Short"
tt0001191,short,Effecting a Cure,Effecting a Cure,"Comedy,Short"
tt0001192,short,The Electrical Vitalizer,The Electrical Vitalizer,"Comedy,Short"
tt0001193,short,Elektra,Elektra,"Drama,History,Short"
tt0001194,short,Elskovsleg,Elskovsleg,Short
tt0001195,short,Elverhøj,Elverhøj,"History,Short"
tt0001196,short,Elverhøj,Elverhøj,"History,Short"
tt0001197,short,Les enfants d'Édouard,Les enfants d'Édouard,"Drama,Short"
tt0001198,short,The Engineer's Romance,The Engineer's Romance,"Drama,Short"
tt0001199,short,The Engineer's Daughter,The Engineer's Daughter,"Drama,Short"
tt0001200,short,The Englishman and the Girl,The Englishman and the Girl,"Comedy,Short"
tt0001201,short,La esclusa,La esclusa,"Drama,Short"
tt0001202,short,Examination Day at School,Examination Day at School,"Comedy,Short"
tt0001203,movie,Excursión al Gombreny,Excursión al Gombreny,\N
tt0001204,short,La expiación,La expiación,Short
tt0001205,short,Fabricación del cemento Asland,Fabricación del cemento Asland,"Documentary,Short"
tt0001206,short,The Face at the Window,The Face at the Window,"Drama,Short"
tt0001207,short,Faithful,Faithful,"Drama,Short"
tt0001208,short,The Farmer's Daughter,The Farmer's Daughter,"Comedy,Short"
tt0001209,short,Una farsa de colas,Una farsa de colas,"Comedy,Short"
tt0001210,short,A Fatal Picnic,A Fatal Picnic,"Comedy,Short"
tt0001211,short,Faust,Faust,"Drama,Short"
tt0001212,short,La fecha de Pepín,La fecha de Pepín,"Comedy,Short"
tt0001213,short,The Fence on 'Bar Z' Ranch,The Fence on 'Bar Z' Ranch,"Short,Western"
tt0001214,short,"The Vow; or, Jephthah's Daughter",La fille de Jephté,"Drama,Short"
tt0001215,short,The End of Paganini,La fin de Paganini,"Drama,Short"
tt0001216,short,The Final Settlement,The Final Settlement,"Drama,Short"
tt0001217,short,A Flash of Light,A Flash of Light,"Romance,Short"
tt0001218,short,A Fallen Spirit,L'épée du spirite,"Animation,Fantasy,Horror"
tt0001219,short,Flores y perlas,Flores y perlas,"Drama,Short"
tt0001220,short,The Flower of the Ranch,The Flower of the Ranch,"Short,Western"
tt0001221,short,For Her Sister's Sake,For Her Sister's Sake,"Comedy,Short"
tt0001222,short,The Forest Ranger,The Forest Ranger,"Short,Western"
tt0001223,short,Frankenstein,Frankenstein,"Fantasy,Horror,Sci-Fi"
tt0001224,short,The Freezing Mixture,The Freezing Mixture,"Comedy,Short"
tt0001225,short,From Storm to Sunshine,From Storm to Sunshine,"Drama,Short"
tt0001226,short,From Tyranny to Liberty,From Tyranny to Liberty,"Drama,Short"
tt0001227,short,The Fugitive,The Fugitive,"Drama,Short,War"
tt0001228,short,A Gambler of the West,A Gambler of the West,"Short,Western"
tt0001229,short,Et gensyn,Et gensyn,Short
tt0001230,movie,Gentleman Joe,Gentleman Joe,\N
tt0001231,short,The Girl and the Fugitive,The Girl and the Fugitive,"Short,Western"
tt0001232,short,The Girl from Arizona,The Girl from Arizona,"Short,Western"
tt0001233,short,The Girl on Triple X,The Girl on Triple X,"Short,Western"
tt0001234,short,Gold Is Not All,Gold Is Not All,"Drama,Short"
tt0001235,short,A Gold Necklace,A Gold Necklace,"Comedy,Short"
tt0001236,short,The Gold Seekers,The Gold Seekers,"Drama,Short"
tt0001237,short,The Golden Supper,The Golden Supper,"Romance,Short"
tt0001238,short,Great Fight at All-Sereno,Great Fight at All-Sereno,"Comedy,Short"
tt0001239,short,Los guapos,Los guapos,Short
tt0001240,movie,Hamlet,Hamlet,Drama
tt0001241,short,Hamlet,Hamlet,"Drama,Short"
tt0001242,short,Hamlet,Hamlet,"Drama,Short"
tt0001243,short,Her Father's Pride,Her Father's Pride,"Drama,Short"
tt0001244,short,Her Photograph,Her Photograph,"Comedy,Short"
tt0001245,short,Her Terrible Ordeal,Her Terrible Ordeal,"Drama,Short"
tt0001246,short,La hija del guardacostas,La hija del guardacostas,"Drama,Short"
tt0001247,movie,His Brother's Wife,His Brother's Wife,\N
tt0001248,short,His Last Burglary,His Last Burglary,"Drama,Short"
tt0001249,short,His Last Dollar,His Last Dollar,"Comedy,Short"
tt0001250,short,His Mother's Necklace,His Mother's Necklace,"Crime,Drama,Short"
tt0001251,short,His New Lid,His New Lid,"Comedy,Short"
tt0001252,short,His Only Daughter,His Only Daughter,"Drama,Short"
tt0001253,short,His Sister-in-Law,His Sister-In-Law,"Drama,Short"
tt0001254,short,The Honor of His Family,The Honor of His Family,"Drama,Short"
tt0001255,short,The Hoodoo,The Hoodoo,"Comedy,Short"
tt0001256,short,The House with Closed Shutters,The House with Closed Shutters,"Drama,Short,War"
tt0001257,short,The House of the Seven Gables,The House of the Seven Gables,"Drama,Short,Thriller"
tt0001258,short,The White Slave Trade,Den hvide slavehandel,"Drama,Short"
tt0001259,short,The Iconoclast,The Iconoclast,"Drama,Short"
tt0001260,short,The Impalement,The Impalement,"Drama,Short"
tt0001261,short,Impersonating the Policeman Lodger,Impersonating the Policeman Lodger,"Comedy,Short"
tt0001262,short,In Life's Cycle,In Life's Cycle,"Drama,Short"
tt0001263,short,In Neighboring Kingdoms,In Neighboring Kingdoms,"Comedy,Short"
tt0001264,short,In Old California,In Old California,"Drama,History,Short"
tt0001265,short,In the Border States,In the Border States,"Drama,Short,War"
tt0001266,short,In the Hands of the Enemy,In the Hands of the Enemy,"Drama,Short,War"
tt0001267,short,In the Mission Shadows,In the Mission Shadows,"Drama,Short,Western"
tt0001268,short,In the Season of Buds,In the Season of Buds,"Drama,Short"
tt0001269,short,An Indian Girl's Love,An Indian Girl's Love,"Short,Western"
tt0001270,short,An Indian Wife's Devotion,An Indian Wife's Devotion,"Drama,Short,Western"
tt0001271,short,Inundaciones en Lérida,Inundaciones en Lérida,"Documentary,Short"
tt0001272,short,Jake's Daughter,Jake's Daughter,"Drama,Short"
tt0001273,short,The Jewel Case,Sølvdaasen,"Crime,Drama,Short"
tt0001274,short,John Dough and the Cherub,John Dough and the Cherub,"Fantasy,Short"
tt0001275,short,Juggling on the Brain,Juggling on the Brain,"Comedy,Short"
tt0001276,short,Justicias del rey Don Pedro,Justicias del rey Don Pedro,"Drama,Short"
tt0001277,movie,Kapergasten,Kapergasten,Drama
tt0001278,short,A Knot in the Plot,A Knot in the Plot,"Short,Western"
tt0001279,short,Kærlighed og selvmord,Kærlighed og selvmord,Short
tt0001280,short,Copenhagen by Night,København ved Nat,Short
tt0001281,short,The Lady and the Burglar,The Lady and the Burglar,"Crime,Drama,Short"
tt0001282,short,The Land of Oz,The Land of Oz,"Fantasy,Short"
tt0001283,short,The Last Deal,The Last Deal,"Drama,Short"
tt0001284,short,The Lesson,The Lesson,"Drama,Short"
tt0001285,movie,The Life of Moses,The Life of Moses,"Biography,Drama,Family"
tt0001286,short,Little Angels of Luck,Little Angels of Luck,"Drama,Short"
tt0001287,short,The Little Orphan,The Little Orphan,"Drama,Short"
tt0001288,short,The Little Prospector,The Little Prospector,"Short,Western"
tt0001289,short,Llegada del marqués de Polavieja a Veracruz,Llegada del marqués de Polavieja a Veracruz,"Documentary,Short"
tt0001290,short,The Long Trail,The Long Trail,"Short,Western"
tt0001291,short,Lord Blend's Love Story,Lord Blend's Love Story,"Drama,Short"
tt0001292,short,Love Among the Roses,Love Among the Roses,"Romance,Short"
tt0001293,short,Love of Chrysanthemum,Love of Chrysanthemum,"Drama,Short"
tt0001294,short,Love's C. Q. D.,Love's C. Q. D.,"Romance,Short,Western"
tt0001295,short,Lucha fratricida o Nobleza aragonesa,Lucha fratricida o Nobleza aragonesa,"Drama,Short"
tt0001296,short,La lucha por la divisa,La lucha por la divisa,Short
tt0001297,short,Luck of Roaring Camp,Luck of Roaring Camp,"Short,Western"
tt0001298,short,A Lucky Toothache,A Lucky Toothache,"Comedy,Short"
tt0001299,short,Macbeth,Macbeth,"Drama,Short"
tt0001300,short,A Mad Infatuation,A Mad Infatuation,"Drama,Short"
tt0001301,short,Madre mía,Madre mía,Short
tt0001302,short,The Maid of Niagara,The Maid of Niagara,"Drama,Short"
tt0001303,short,The Man,The Man,"Drama,Short"
tt0001304,short,Mannequins,Mannequins,"Drama,Short"
tt0001305,short,La manta del caballo,La manta del caballo,Short
tt0001306,short,The Fairy Bookseller,Le marchand d'images,"Fantasy,Short"
tt0001307,short,The Marked Time-Table,The Marked Time-Table,"Drama,Short"
tt0001308,short,The Marked Trail,The Marked Trail,"Short,Western"
tt0001309,short,The Masher,The Masher,"Comedy,Short"
tt0001310,short,May and December,May and December,"Comedy,Romance,Short"
tt0001311,short,"Mazeppa, or the Wild Horse of Tartary","Mazeppa, or the Wild Horse of Tartary","Drama,Short"
tt0001312,short,Mellem pligt og kærlighed,Mellem pligt og kærlighed,Short
tt0001313,short,Et menneskeliv,Et menneskeliv,Short
tt0001314,short,Il mercante di Venezia,Il mercante di Venezia,"Drama,Short"
tt0001315,short,The Message of the Violin,The Message of the Violin,"Drama,Short"
tt0001316,short,Messaline,Messaline,Short
tt0001317,short,The Mexican's Faith,The Mexican's Faith,"Short,Western"
tt0001318,short,Michael Strogoff,Michael Strogoff,"Drama,Short"
tt0001319,short,A Midnight Cupid,A Midnight Cupid,"Comedy,Short"
tt0001320,short,Os Milagres de Nossa Senhora da Penha,Os Milagres de Nossa Senhora da Penha,"Musical,Short"
tt0001321,short,The Cowboy Millionaire,The Cowboy Millionaire,"Short,Western"
tt0001322,short,The Millionaire and the Ranch Girl,The Millionaire and the Ranch Girl,"Short,Western"
tt0001323,short,The Miser's Child,The Miser's Child,"Drama,Short"
tt0001324,short,The Missing Bridegroom,The Missing Bridegroom,"Drama,Short"
tt0001325,short,The Mistaken Bandit,The Mistaken Bandit,"Short,Western"
tt0001326,short,The Modern Prodigal,The Modern Prodigal,"Drama,Short"
tt0001327,short,A Mohawk's Way,A Mohawk's Way,"Drama,Short"
tt0001328,short,Montblanc la serra,Montblanc la serra,Short
tt0001329,short,El moscardón,El moscardón,Short
tt0001330,short,"A Mother's Devotion; or, the Firing of the Patchwork Quilt","A Mother's Devotion; or, The Firing of the Patchwork Quilt",Short
tt0001331,short,A Moving Picture Rehearsal,A Moving Picture Rehearsal,"Comedy,Short"
tt0001332,short,Muggsy Becomes a Hero,Muggsy Becomes a Hero,"Comedy,Short"
tt0001333,short,Muggsy's First Sweetheart,Muggsy's First Sweetheart,"Comedy,Short"
tt0001334,short,Never Again,Never Again,"Comedy,Short"
tt0001335,short,The New Magdalen,The New Magdalen,Short
tt0001336,short,The New Stenographer,The New Stenographer,"Comedy,Short"
tt0001337,short,The Newlyweds,The Newlyweds,"Comedy,Short"
tt0001338,movie,A Night in May,"Maiskaya noch, ili utoplennitsa",Drama
tt0001339,short,Not So Bad as It Seemed,Not So Bad as It Seemed,"Comedy,Short"
tt0001340,short,The Oath and the Man,The Oath and the Man,"Drama,Short"
tt0001341,movie,Jarní sen starého mládence,Jarní sen starého mládence,Comedy
tt0001342,short,The Old Hat,The Old Hat,"Comedy,Short"
tt0001343,short,The Old Soldier,The Old Soldier,"Crime,Drama,Short"
tt0001344,short,An Old Story with a New Ending,An Old Story with a New Ending,"Comedy,Short"
tt0001345,short,On the Reef,On the Reef,"Drama,Short"
tt0001346,short,"One Night, and Then --","One Night, and Then --","Drama,Short"
tt0001347,short,Ononko's Vow,Ononko's Vow,"Drama,Short"
tt0001348,movie,Orientalsk dans,Orientalsk dans,\N
tt0001349,short,Our Darling,Our Darling,Short
tt0001350,short,The Outlaw's Sacrifice,The Outlaw's Sacrifice,"Short,Western"
tt0001351,short,Over Silent Paths,Over Silent Paths,"Drama,Short,Western"
tt0001352,short,The Padre's Secret,The Padre's Secret,"Drama,Short,Western"
tt0001353,short,Paganini,Paganini,Short
tt0001354,short,Pals of the Range,Pals of the Range,"Short,Western"
tt0001355,short,Para domar la suegra,Para domar la suegra,"Comedy,Short"
tt0001356,short,Parada militar en el paseo,Parada militar en el paseo,"Documentary,Short"
tt0001357,short,Patricia of the Plains,Patricia of the Plains,"Short,Western"
tt0001358,short,Peder Tordenskjold,Peder Tordenskjold,Short
tt0001359,movie,A Pesca do Bacalhau,A Pesca do Bacalhau,Documentary
tt0001360,short,The Phoenix,The Phoenix,"Drama,Short"
tt0001361,short,The Picture Thieves,The Picture Thieves,"Crime,Drama,Short"
tt0001362,short,A Plain Song,A Plain Song,"Drama,Short"
tt0001363,short,The Plans of the Fortress,The Plans of the Fortress,"Drama,Short,War"
tt0001364,movie,El pobre Valbuena,El pobre Valbuena,\N
tt0001365,short,The Pony Express Rider,The Pony Express Rider,"Short,Western"
tt0001366,movie,Un portero modelo,Un portero modelo,\N
tt0001367,short,Pride of the Range,Pride of the Range,"Short,Western"
tt0001368,short,The Princess and the Peasant,The Princess and the Peasant,"Drama,Short"
tt0001369,short,The Purgation,The Purgation,"Drama,Short"
tt0001370,movie,Rainha Depois de Morta Inês de Castro,Rainha Depois de Morta Inês de Castro,"Drama,History"
tt0001371,short,Ramona,Ramona,"Drama,Romance,Short"
tt0001372,short,The Ranch Girl's Legacy,The Ranch Girl's Legacy,"Short,Western"
tt0001373,short,Ranch Life in the Great Southwest,Ranch Life in the Great Southwest,"Documentary,Short,Western"
tt0001374,short,The Ranchman's Feud,The Ranchman's Feud,"Short,Western"
